Live?,Status,Product,Type,SKU,Barcode,Volume (ml),Missing metafields,ABV %,Standard drinks,Country,Region,Producer,Style
LIVE,ACTIVE,Veuve Clicquot La Grande Dame,Wine,SH-FINE-VEUVE-CLICQUOT-LA-GRANDE-DAME-750,,750,abv; standard_drinks,,,,,
LIVE,ACTIVE,Wolf Blass Red Label Tawny 750ml,Fortified Wine,SH-FOR-WOLF-BLASS-TAWNY-750,9312088000164,750,region,,,,,
LIVE,ACTIVE,Yellow Tail Bubbles Rose 750ml,Sparkling Wine,SH-SPK-YELLOW-TAIL-BUBBLES-ROSE-750,9322214011209,750,region,,,,,
NOT LIVE,DRAFT,Albert Bichot Gevrey Chambertin,Wine,SH-FINE-ALBERT-BICHOT-GEVREY-CHAMBERTIN-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Aperol Aperitivo 700ml,Aperitif,SH-APR-APEROL-700,8002230000302,700,region,,,,,
NOT LIVE,DRAFT,Ayala Brut Majeur NV,Wine,SH-FINE-AYALA-BRUT-MAJEUR-NV-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Bacardi Carta Blanca White Rum 1L,Rum,SH-RUM-BACARDI-CARTA-BLANCA-1000,5010677015806,1000,region,,,,,
NOT LIVE,DRAFT,Banfi DOCG Chianti Classico,Wine,SH-FINE-BANFI-DOCG-CHIANTI-CLASSICO-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Banfi DOCG Chianti Classico Riserva,Wine,SH-FINE-BANFI-DOCG-CHIANTI-CLASSICO-RISERVA-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Beaurenard Chateau Blanc Chateauneuf du Pape,Wine,SH-FINE-BEAURENARD-CHATEAU-BLANC-CHATEAUNEUF-DU-PAPE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Billecart Salmon Brut Sous Bois,Wine,SH-FINE-BILLECART-SALMON-BRUT-SOUS-BOIS-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Billecart-Salmon Brut Rosé,Wine,SH-FINE-BILLECART-SALMON-BRUT-ROSE-750,,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Bollinger Pinot Noir Tx20 Blanc de Noirs Champagne,Wine,SH-FINE-BOLLINGER-PINOT-NOIR-TX20-BLANC-DE-NOIRS-CHAMPAGNE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Bollinger Rose NV,Wine,SH-FINE-BOLLINGER-ROSE-NV-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Bombay Sapphire Gin 1L,Gin,SH-GIN-BOMBAY-SAPPHIRE-1000,,1000,region,,,,,
NOT LIVE,DRAFT,Bombay Sapphire Gin 700ml,Gin,SH-GIN-BOMBAY-SAPPHIRE-700,,700,region,,,,,
NOT LIVE,DRAFT,Brown Brothers Moscato Rose 750ml,Sparkling Wine,SH-SPK-BROWN-BROS-MOSCATO-ROSE-750,0029147139992,750,region,,,,,
NOT LIVE,DRAFT,Campari Bitter Aperitif 700ml,Aperitif,SH-APR-CAMPARI-700,8000040001106,700,abv; standard_drinks; region,,,,,
NOT LIVE,DRAFT,Cape Mentelle Chardonnay Margaret River,Wine,SH-FINE-CAPE-MENTELLE-CHARDONNAY-MARGARET-RIVER-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Cape Mentelle Heritage Cabernet Margaret River,Wine,SH-FINE-CAPE-MENTELLE-HERITAGE-CABERNET-MARGARET-RIVER-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Cape Mentelle Heritage Chardonnay Margaret River,Wine,SH-FINE-CAPE-MENTELLE-HERITAGE-CHARDONNAY-MARGARET-RIVER-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Cape Mentelle Wallcliffe Cabernet Franc,Wine,SH-FINE-CAPE-MENTELLE-WALLCLIFFE-CABERNET-FRANC-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Cape Mentelle Wallcliffe Sauvignon Blanc,Wine,SH-FINE-CAPE-MENTELLE-WALLCLIFFE-SAUVIGNON-BLANC-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Cape Mentelle Zinfandel Margaret River,Wine,SH-FINE-CAPE-MENTELLE-ZINFANDEL-MARGARET-RIVER-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Captain Morgan Spiced Gold Rum 1L,Rum,SH-RUM-CAPTAIN-MORGAN-SPICED-GOLD-1000,5000281039558,1000,country; region,,,,,
NOT LIVE,DRAFT,Captain Morgan Spiced Gold Rum 700ml,Rum,SH-RUM-CAPTAIN-MORGAN-SPICED-GOLD-700,5000281037011,700,country; region,,,,,
NOT LIVE,DRAFT,Casali del Barone Barolo 2020,Wine,SH-FINE-CASALI-DEL-BARONE-BAROLO-2020-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Champagne Deutz Brut Rose,Wine,SH-FINE-CHAMPAGNE-DEUTZ-BRUT-ROSE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Champagne Deutz Brut Rose NV,Wine,SH-FINE-CHAMPAGNE-DEUTZ-BRUT-ROSE-NV-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Champagne Laurent-Perrier la Cuvee,Wine,SH-FINE-CHAMPAGNE-LAURENT-PERRIER-LA-CUVEE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Chateau Galeteau Cuvee Eleonore Saint Emilion Grand Cru 2022,Wine,SH-FINE-CHATEAU-GALETEAU-CUVEE-ELEONORE-SAINT-EMILION-GRAND-CRU-2022-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Chateau d'Esclans Rock Angel,Wine,SH-FINE-CHATEAU-D-ESCLANS-ROCK-ANGEL-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Chateau de Maligny Chablis Carre de Cesar 2025,Wine,SH-FINE-CHATEAU-DE-MALIGNY-CHABLIS-CARRE-DE-CESAR-2025-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Chateau de Maligny Chablis Vieilles Vignes 2025,Wine,SH-FINE-CHATEAU-DE-MALIGNY-CHABLIS-VIEILLES-VIGNES-2025-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Chateau de Maligny Petit Chablis 2023,Wine,SH-FINE-CHATEAU-DE-MALIGNY-PETIT-CHABLIS-2023-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Chiappini DOC Bolgheri Rosso Ferruggini,Wine,SH-FINE-CHIAPPINI-DOC-BOLGHERI-ROSSO-FERRUGGINI-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Chrismont La Zona Pinot Grigio,Wine,SH-FINE-CHRISMONT-LA-ZONA-PINOT-GRIGIO-750,,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Château d'Esclans Garrus,Wine,SH-FINE-CHATEAU-D-ESCLANS-GARRUS-750,,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Cloudy Bay Chardonnay,Wine,SH-FINE-CLOUDY-BAY-CHARDONNAY-750,9418408050014,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Cloudy Bay Pinot Noir,Wine,SH-FINE-CLOUDY-BAY-PINOT-NOIR-750,9418408080011,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Cloudy Bay Sauvignon Blanc,Wine,SH-FINE-CLOUDY-BAY-SAUVIGNON-BLANC-750,9418408030016,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Cloudy Bay Te Koko,Wine,SH-FINE-CLOUDY-BAY-TE-KOKO-750,9418408040015,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Cloudy Bay Te Wahi,Wine,SH-FINE-CLOUDY-BAY-TE-WAHI-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Collet Art Deco Brut NV,Wine,SH-FINE-COLLET-ART-DECO-BRUT-NV-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Collet Rose,Wine,SH-FINE-COLLET-ROSE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Collet Vintage 2014,Wine,SH-FINE-COLLET-VINTAGE-2014-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Dal Zotto Pucino Prosecco,Wine,SH-FINE-DAL-ZOTTO-PUCINO-PROSECCO-750,,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Diego Rivetti Barolo Elda 2022,Wine,SH-FINE-DIEGO-RIVETTI-BAROLO-ELDA-2022-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Domaine Christian Salmon Sancerre Ac,Wine,SH-FINE-DOMAINE-CHRISTIAN-SALMON-SANCERRE-AC-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Donne Fittipaldi Bolgheri Rosso,Wine,SH-FINE-DONNE-FITTIPALDI-BOLGHERI-ROSSO-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Donne Fittipaldi Bolgheri Tuscany 2022,Wine,SH-FINE-DONNE-FITTIPALDI-BOLGHERI-TUSCANY-2022-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Donne Fittipaldi Malaroja Malbec Super Tuscan,Wine,SH-FINE-DONNE-FITTIPALDI-MALAROJA-MALBEC-SUPER-TUSCAN-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Dow's 30 Year Old Tawny Port,Wine,SH-FINE-DOW-S-30-YEAR-OLD-TAWNY-PORT-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Dow's Colheita Tawny Port Portugal,Wine,SH-FINE-DOW-S-COLHEITA-TAWNY-PORT-PORTUGAL-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Eileen Hardy Pinot Noir V21,Wine,SH-FINE-EILEEN-HARDY-PINOT-NOIR-V21-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Eileen Hardy Shiraz V20,Wine,SH-FINE-EILEEN-HARDY-SHIRAZ-V20-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Espolon Tequila Blanco 700ml,Tequila,SH-TEQ-ESPOLON-BLANCO-700,0664804000934,700,region,,,,,
NOT LIVE,DRAFT,Farina Amarone della Valpolicella Classico DOCG Veneto Italy,Wine,SH-FINE-FARINA-AMARONE-DELLA-VALPOLICELLA-CLASSICO-DOCG-VENETO-ITALY-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,First Drop Fat Of the Land Seppeltsfield Shiraz 2021,Wine,SH-FINE-FIRST-DROP-FAT-OF-THE-LAND-SEPPELTSFIELD-SHIRAZ-2021-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Fontanafredda Barolo Proprieta DOCG Italy,Wine,SH-FINE-FONTANAFREDDA-BAROLO-PROPRIETA-DOCG-ITALY-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Fontanafredda Serralunga d'Alba Barolo DOCG Italy,Wine,SH-FINE-FONTANAFREDDA-SERRALUNGA-D-ALBA-BAROLO-DOCG-ITALY-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Fontanafredda Vigna la Rosa Barolo DOCG Italy,Wine,SH-FINE-FONTANAFREDDA-VIGNA-LA-ROSA-BAROLO-DOCG-ITALY-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Giboulot Beaune Clos du Roi 1er Cru,Wine,SH-FINE-GIBOULOT-BEAUNE-CLOS-DU-ROI-1ER-CRU-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Giovanni Rosso Barolo Serralunga d'Alba del Comune,Wine,SH-FINE-GIOVANNI-ROSSO-BAROLO-SERRALUNGA-D-ALBA-DEL-COMUNE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Gordon's London Dry Gin 1L,Gin,SH-GIN-GORDONS-LONDON-DRY-1000,9310495067664,1000,region,,,,,
NOT LIVE,DRAFT,Grant Burge Meshach Shiraz V19,Wine,SH-FINE-GRANT-BURGE-MESHACH-SHIRAZ-V19-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Grey Goose Vodka 700ml,Vodka,SH-VOD-GREY-GOOSE-700,,700,region,,,,,
NOT LIVE,DRAFT,Greywacke Chardonnay - Marlborough New Zealand,Wine,SH-FINE-GREYWACKE-CHARDONNAY-MARLBOROUGH-NEW-ZEALAND-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Greywacke Pinot Noir Marlborough New Zealand,Wine,SH-FINE-GREYWACKE-PINOT-NOIR-MARLBOROUGH-NEW-ZEALAND-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Greywacke Wild Sauvignon,Wine,SH-FINE-GREYWACKE-WILD-SAUVIGNON-750,,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Hardys Eileen Hardy Chardonnay V21,Wine,SH-FINE-HARDYS-EILEEN-HARDY-CHARDONNAY-V21-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Henschke Keyneton Estate,Wine,SH-FINE-HENSCHKE-KEYNETON-ESTATE-750,9320909001306,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Hentley Farm Clos Otto Shiraz,Wine,SH-FINE-HENTLEY-FARM-CLOS-OTTO-SHIRAZ-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Hentley Farm Old Legend Grenache,Wine,SH-FINE-HENTLEY-FARM-OLD-LEGEND-GRENACHE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Hentley Farm Quint Shiraz,Wine,SH-FINE-HENTLEY-FARM-QUINT-SHIRAZ-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,House of Arras Brut Elite Rose,Wine,SH-FINE-HOUSE-OF-ARRAS-BRUT-ELITE-ROSE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,House of Arras EJ Carr Late Disgorged,Wine,SH-FINE-HOUSE-OF-ARRAS-EJ-CARR-LATE-DISGORGED-750,,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,House of Arras Vintage Blanc de Blancs,Wine,SH-FINE-HOUSE-OF-ARRAS-VINTAGE-BLANC-DE-BLANCS-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,House of Arras Vintage Rose,Wine,SH-FINE-HOUSE-OF-ARRAS-VINTAGE-ROSE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Jacob's Creek Chardonnay Pinot Noir Sparkling 750ml,Sparkling Wine,SH-SPK-JACOBS-CREEK-CHARD-PINOT-750,9311043403309,750,region,,,,,
NOT LIVE,DRAFT,Jean Michel Giboulot Savigny Les Beaune Aux Fournaux 1er Cru 2018,Wine,SH-FINE-JEAN-MICHEL-GIBOULOT-SAVIGNY-LES-BEAUNE-AUX-FOURNAUX-1ER-CRU-2018-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Jf Moreau Chablis 2023,Wine,SH-FINE-JF-MOREAU-CHABLIS-2023-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Jf Moreau Petit Chablis 2023,Wine,SH-FINE-JF-MOREAU-PETIT-CHABLIS-2023-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Jf Moreau Premier Cru Mont de Milieu 2021,Wine,SH-FINE-JF-MOREAU-PREMIER-CRU-MONT-DE-MILIEU-2021-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Jim Barry McRae Shiraz,Wine,SH-FINE-JIM-BARRY-MCRAE-SHIRAZ-750,9314487217976,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Johnnie Walker Red Label Blended Scotch Whisky 1L,Whisky,SH-WHY-JOHNNIE-WALKER-RED-1000,5000267099026,1000,region,,,,,
NOT LIVE,DRAFT,Johnnie Walker Red Label Blended Scotch Whisky 700ml,Whisky,SH-WHY-JOHNNIE-WALKER-RED-700,5000267014203,700,region,,,,,
NOT LIVE,DRAFT,Joseph Drouhin Chablis,Wine,SH-FINE-JOSEPH-DROUHIN-CHABLIS-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Joseph Drouhin Cote de Beaune Blanc,Wine,SH-FINE-JOSEPH-DROUHIN-COTE-DE-BEAUNE-BLANC-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Joseph Drouhin Gevrey Chambertin,Wine,SH-FINE-JOSEPH-DROUHIN-GEVREY-CHAMBERTIN-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Joseph Drouhin Laforet Bourgogne Chardonnay,Wine,SH-FINE-JOSEPH-DROUHIN-LAFORET-BOURGOGNE-CHARDONNAY-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Joseph Drouhin Laforet Bourgogne Pinot Noir,Wine,SH-FINE-JOSEPH-DROUHIN-LAFORET-BOURGOGNE-PINOT-NOIR-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Joseph Drouhin Morgon,Wine,SH-FINE-JOSEPH-DROUHIN-MORGON-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Katnook Estate Merlot,Wine,SH-FINE-KATNOOK-ESTATE-MERLOT-750,,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Kilikanoon Attunga 1865 Shiraz 2016,Wine,SH-FINE-KILIKANOON-ATTUNGA-1865-SHIRAZ-2016-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Kilikanoon Covenant Shiraz,Wine,SH-FINE-KILIKANOON-COVENANT-SHIRAZ-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Kilikanoon Mort's Reserve Riesling 2024,Wine,SH-FINE-KILIKANOON-MORT-S-RESERVE-RIESLING-2024-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Kilikanoon Tregea Cabernet Sauvignon 2018,Wine,SH-FINE-KILIKANOON-TREGEA-CABERNET-SAUVIGNON-2018-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,La Chablisienne Lapierele Chablis,Wine,SH-FINE-LA-CHABLISIENNE-LAPIERELE-CHABLIS-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Lacourte-Godbillon Mont Ames-Migreats Premier Cru (Pinot Noir) - Champagne France,Wine,SH-FINE-LACOURTE-GODBILLON-MONT-AMES-MIGREATS-PREMIER-CRU-PINOT-NOIR-CHAMPAGNE-F,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Lacourte-Godbillon Rose Premier Cru (Pinot Noir) - Champagne France,Wine,SH-FINE-LACOURTE-GODBILLON-ROSE-PREMIER-CRU-PINOT-NOIR-CHAMPAGNE-FRANCE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Laroche Chablis St Martin,Wine,SH-FINE-LAROCHE-CHABLIS-ST-MARTIN-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Laroche Petit Chablis 2023,Wine,SH-FINE-LAROCHE-PETIT-CHABLIS-2023-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Laurent Habrard Crozes Hermitage Blanc Grand Classique,Wine,SH-FINE-LAURENT-HABRARD-CROZES-HERMITAGE-BLANC-GRAND-CLASSIQUE-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Maison Tramier & Fils Aop Chablis 2025,Wine,SH-FINE-MAISON-TRAMIER-FILS-AOP-CHABLIS-2025-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Maison Tramier & Fils Corton Grand Cru Pinot Noir 2016,Wine,SH-FINE-MAISON-TRAMIER-FILS-CORTON-GRAND-CRU-PINOT-NOIR-2016-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Maison Tramier & Fils Vosne-Romanee Pinot Noir 2020,Wine,SH-FINE-MAISON-TRAMIER-FILS-VOSNE-ROMANEE-PINOT-NOIR-2020-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Marziano Abbona Barbaresco DOCG,Wine,SH-FINE-MARZIANO-ABBONA-BARBARESCO-DOCG-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Marziano Abbona DOCG Barolo,Wine,SH-FINE-MARZIANO-ABBONA-DOCG-BAROLO-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Millebuis Bourgogne Montagny Premier Cru 2022,Wine,SH-FINE-MILLEBUIS-BOURGOGNE-MONTAGNY-PREMIER-CRU-2022-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Minuty Rosé et Or,Wine,SH-FINE-MINUTY-ROSE-ET-OR-750,,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Moët & Chandon Rosé,Wine,SH-FINE-MOET-CHANDON-ROSE-750,3185370074831,750,abv; standard_drinks; style,,,,,
NOT LIVE,DRAFT,Moët & Chandon Vintage,Wine,SH-FINE-MOET-CHANDON-VINTAGE-750,3185370769270,750,abv; standard_drinks; style,,,,,
NOT LIVE,DRAFT,Oakridge 864 Cabernet Sauvignon Winery Block,Wine,SH-FINE-OAKRIDGE-864-CABERNET-SAUVIGNON-WINERY-BLOCK-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Oakridge 864 Chardonnay,Wine,SH-FINE-OAKRIDGE-864-CHARDONNAY-750,,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Oakridge 864 Henk Chardonnay,Wine,SH-FINE-OAKRIDGE-864-HENK-CHARDONNAY-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Oakridge 864 Pinot Noir Block A4,Wine,SH-FINE-OAKRIDGE-864-PINOT-NOIR-BLOCK-A4-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Oakridge 864 Syrah,Wine,SH-FINE-OAKRIDGE-864-SYRAH-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Patrick Piuze 2023 Petit Chablis,Wine,SH-FINE-PATRICK-PIUZE-2023-PETIT-CHABLIS-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Penfolds Bin 28 Shiraz,Wine,SH-FINE-PENFOLDS-BIN-28-SHIRAZ-750,9310297065301,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Penfolds St Henri Shiraz,Wine,SH-FINE-PENFOLDS-ST-HENRI-SHIRAZ-750,9310297057610,750,abv; standard_drinks,,,,,
NOT LIVE,DRAFT,Perrier-Jouet Belle Epoque Blanc de Blanc,Wine,SH-FINE-PERRIER-JOUET-BELLE-EPOQUE-BLANC-DE-BLANC-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Petaluma Anova Cabernet Sauvignon,Wine,SH-FINE-PETALUMA-ANOVA-CABERNET-SAUVIGNON-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Petaluma Anova Chardonnay,Wine,SH-FINE-PETALUMA-ANOVA-CHARDONNAY-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
NOT LIVE,DRAFT,Petaluma Yellow Label Cabernet Merlot,Wine,SH-FINE-PETALUMA-YELLOW-LABEL-CABERNET-MERLOT-750,,750,abv; standard_drinks; country; producer; style; region,,,,,
